abiturient_id,status,add_time,id,name,true,ex,point,eduform_id,fintype_id
202101409,1,2021-07-02,18,"Ракетные комплексы и космонавтика",1,"Математика,Физика,Русский язык","80,68,78",1,1
202101409,1,2021-07-02,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","80,68,78",1,1
202101409,1,2021-07-02,16,"Мехатроника и робототехника",0,"Математика,Физика,Русский язык","80,68,78",1,1
202101761,1,2021-07-01,13,"Прикладная механика",0,"Математика,Физика,Русский язык","72,57,69",1,1
202101761,1,2021-07-01,6,Оптотехника,1,"Математика,Физика,Русский язык","72,57,69",1,1
202101761,1,2021-07-01,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","72,57,69",1,1
202101761,1,2021-07-01,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","72,57,69",1,1
202101761,1,2021-07-01,5,Приборостроение,0,"Математика,Физика,Русский язык","72,57,69",1,1
202100946,0,2021-06-28,15,"Конструкторско-технологическое обеспечение машиностроительных производств",0,"Математика,Физика,Русский язык","50,52,56",1,1
202100946,0,2021-06-28,11,Машиностроение,0,"Математика,Физика,Русский язык","50,52,56",1,1
202100946,0,2021-06-28,22,"Управление в технических системах",0,"Математика,Физика,Русский язык","50,52,56",1,1
202100946,0,2021-06-28,21,"Стандартизация и метрология",0,"Математика,Физика,Русский язык","50,52,56",1,1
202100946,0,2021-06-28,5,Приборостроение,0,"Математика,Физика,Русский язык","50,52,56",1,1
202100681,1,2021-06-29,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","68,54,69",1,1
202100681,1,2021-06-29,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","68,54,69",1,1
202100681,1,2021-06-29,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","68,54,69",1,1
202100681,1,2021-06-29,20,"Двигатели летательных аппаратов",1,"Математика,Физика,Русский язык","68,54,69",1,1
202100681,1,2021-06-29,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","68,54,69",1,1
202101908,1,2021-07-02,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","78,74,73",1,2
202101908,1,2021-07-02,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","78,74,73",1,1
202101908,1,2021-07-02,22,"Управление в технических системах",0,"Математика,Физика,Русский язык","78,74,73",1,1
202101908,1,2021-07-02,11,Машиностроение,0,"Математика,Физика,Русский язык","78,74,73",1,1
202101908,1,2021-07-02,15,"Конструкторско-технологическое обеспечение машиностроительных производств",1,"Математика,Физика,Русский язык","78,74,73",1,1
202101817,1,2021-07-03,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","72,57,76",1,1
202101817,1,2021-07-03,27,"Радиоэлектронные системы и комплексы",0,"Математика,Физика,Русский язык","72,57,76",1,1
202101817,1,2021-07-03,5,Приборостроение,0,"Математика,Физика,Русский язык","72,57,76",1,1
202101817,1,2021-07-03,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","72,57,76",1,1
202101817,1,2021-07-03,21,"Стандартизация и метрология",1,"Математика,Физика,Русский язык","72,57,76",1,1
202101525,0,2021-06-30,6,Оптотехника,0,"Математика,Физика,Русский язык","50,52,71",1,2
202101525,0,2021-06-30,11,Машиностроение,0,"Математика,Физика,Русский язык","50,52,71",1,2
202101525,0,2021-06-30,5,Приборостроение,0,"Математика,Физика,Русский язык","50,52,71",1,2
202101525,0,2021-06-30,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","50,52,71",1,2
202101525,0,2021-06-30,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","50,52,71",1,2
202101525,0,2021-06-30,6,Оптотехника,0,"Математика,Физика,Русский язык","50,52,71",1,1
202101525,0,2021-06-30,11,Машиностроение,0,"Математика,Физика,Русский язык","50,52,71",1,1
202101525,0,2021-06-30,5,Приборостроение,0,"Математика,Физика,Русский язык","50,52,71",1,1
202101525,0,2021-06-30,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","50,52,71",1,1
202101525,0,2021-06-30,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","50,52,71",1,1
202100439,0,2021-06-28,2,"Информационные системы и технологии",0,"Математика,Информатика и ИКТ,Русский язык","80,77,80",1,1
202100439,0,2021-06-28,3,"Программная инженерия",0,"Математика,Информатика и ИКТ,Русский язык","80,77,80",1,1
202100439,0,2021-06-28,1,"Информатика и вычислительная техника",0,"Математика,Информатика и ИКТ,Русский язык","80,77,80",1,1
202100508,1,2021-06-26,1,"Информатика и вычислительная техника",0,"Математика,Информатика и ИКТ,Русский язык","62,83,86",1,1
202100508,1,2021-06-26,2,"Информационные системы и технологии",0,"Математика,Информатика и ИКТ,Русский язык","62,83,86",1,1
202100508,1,2021-06-26,3,"Программная инженерия",0,"Математика,Информатика и ИКТ,Русский язык","62,83,86",1,1
202100508,1,2021-06-26,35,"Интегрированные системы летательных аппаратов",1,"Математика,Информатика и ИКТ,Русский язык","62,83,86",1,1
202100508,1,2021-06-26,36,"Системы управления летательными аппаратами",0,"Математика,Информатика и ИКТ,Русский язык","62,83,86",1,1
202101848,0,2021-07-01,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","50,41,82",1,1
202101848,0,2021-07-01,5,Приборостроение,0,"Математика,Физика,Русский язык","50,41,82",1,1
202101848,0,2021-07-01,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","50,41,82",1,1
202101848,0,2021-07-01,11,Машиностроение,0,"Математика,Физика,Русский язык","50,41,82",1,1
202101848,0,2021-07-01,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","50,41,82",1,1
202100568,0,2021-06-30,22,"Управление в технических системах",0,"Математика,Физика,Русский язык","50,61,82",1,1
202100568,0,2021-06-30,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","50,61,82",1,1
202100568,0,2021-06-30,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","50,61,82",1,1
202100660,1,2021-07-03,16,"Мехатроника и робототехника",0,"Математика,Физика,Русский язык","62,53,72",1,1
202100660,1,2021-07-03,34,"Навигационно-баллистическое обеспечение применения космической техники",0,"Математика,Физика,Русский язык","62,53,72",1,1
202100660,1,2021-07-03,12,"Технологические машины и оборудование",1,"Математика,Физика,Русский язык","62,53,72",1,1
202100660,1,2021-07-03,19,"Баллистика и гидроаэродинамика",0,"Математика,Физика,Русский язык","62,53,72",1,1
202100660,1,2021-07-03,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","62,53,72",1,1
